Date,Open,High,Low,Close,Volume
2022-02-16,75538.3,76197.3,75208.8,75208.8,737040
2022-02-15,74961.7,75538.3,74549.8,75044.1,786480
2022-02-14,74961.7,75455.9,74467.4,74961.7,928920
2022-02-11,75620.7,76114.9,75291.2,75455.9,769920
2022-02-10,75291.2,75785.4,74302.7,75785.4,1170000
2022-02-09,75538.3,75538.3,74632.2,74714.5,1370000
2022-02-08,73726,75620.7,73726,74632.2,1010000
2022-02-07,74137.9,74220.3,73314.2,73726,622080
2022-01-28,70842.9,73726.00,70760.5,73726,1860000
2022-01-27,70842.9,71419.5,70348.6,70760.5,863520
2022-01-26,71666.7,71666.7,70431,70842.9,1100000
2022-01-25,70183.9,72078.5,69195.4,71254.8,1430000
2022-01-24,72655.2,72902.3,70019.1,70266.3,2430000
2022-01-21,73314.2,73973.2,72655.2,72655.2,1010000
2022-01-20,72819.9,74961.7,72737.5,73149.4,1600000
2022-01-19,72572.8,73478.9,72490.4,72737.5,893880
2022-01-18,72737.5,73808.4,72490.4,72572.8,1450000
2022-01-17,74549.8,75208.8,73314.2,73314.2,1880000
2022-01-14,75538.3,75867.8,74879.3,75208.8,824040
2022-01-13,74879.3,76362.1,73973.2,75867.8,2170000
2022-01-12,73396.5,74632.2,72902.3,73808.4,2090000
2022-01-11,75785.4,75950.2,73396.5,73726,3010000
2022-01-10,76773.9,77021.1,75703.1,75785.4,2260000
2022-01-07,76691.6,77185.8,76691.6,76938.7,1220000
2022-01-06,77103.4,77432.9,77021.1,77021.1,1430000
2022-01-05,77185.8,77597.7,77021.1,77103.4,1430000
2022-01-04,76938.7,77597.7,76856.3,77021.1,2320000
2021-12-31,77268.2,77762.4,76609.2,76609.2,1930000
2021-12-30,77185.8,77680.1,77021.1,77103.4,972960
2021-12-29,78091.9,78091.9,77103.4,77103.4,1090000
2021-12-28,77844.8,78174.3,77515.3,77844.8,680760
2021-12-27,77597.7,78256.7,76856.3,77844.8,952440
2021-12-24,77021.1,77844.8,76444.4,77268.2,1420000
2021-12-23,78256.7,78256.7,76609.2,76773.9,2320000
2021-12-22,78256.7,78586.2,77927.2,78256.7,2000000
2021-12-21,78833.3,78998.1,78339.1,78421.4,1330000
2021-12-20,79492.3,79492.3,78668.6,78915.7,1220000
2021-12-17,78750.9,79904.2,78668.6,79410,1380000
2021-12-16,80316.1,80316.1,78668.6,78668.6,1490000
2021-12-15,78833.3,79327.6,78750.9,78998.1,970080
2021-12-14,79080.4,79410.00,78586.2,78833.3,1370000
2021-12-13,79492.3,79492.3,78750.9,79080.4,1080000
2021-12-10,79410,79904.2,78586.2,78915.7,1390000
2021-12-09,78339.1,79904.2,78339.1,79904.2,1190000
2021-12-08,79492.3,79492.3,78256.7,78750.9,1280000
2021-12-07,78256.7,79080.4,77844.8,79080.4,1740000
2021-12-06,78668.6,79492.3,77597.7,77844.8,2870000
2021-12-03,80563.2,80563.2,78668.6,78668.6,2410000
2021-12-02,80398.5,80975.1,80069,80069,1140000
2021-12-01,80316.1,81222.2,79657.1,80892.7,1510000
2021-11-30,80810.3,81139.8,79904.2,79986.6,3080000
2021-11-29,80316.1,81469.3,80316.1,80810.3,2390000
2021-11-26,82457.8,83034.5,81387,81469.3,2400000
2021-11-25,81139.8,83858.2,80975.1,82375.5,6580000
2021-11-24,79657.1,81057.5,79410,80645.6,2930000
2021-11-23,78256.7,79574.7,78174.3,79574.7,1380000
2021-11-22,78668.6,79080.4,78256.7,78256.7,2000000
2021-11-19,80316.1,80563.2,78339.1,78503.8,2980000
2021-11-18,80975.1,81304.6,79492.3,79492.3,2410000
2021-11-17,80975.1,81057.5,80728,80975.1,1420000
2021-11-16,80151.3,81963.6,79739.5,80975.1,4210000
2021-11-15,81139.8,81139.8,80151.3,80151.3,2290000
2021-11-12,79245.2,80892.7,78998.1,80728,2690000
2021-11-11,79904.2,80728.00,78915.7,79080.4,2550000
2021-11-10,79410,79904.2,78998.1,79904.2,1910000
2021-11-09,80316.1,80398.5,79080.4,79410,2220000
2021-11-08,80398.5,81139.8,80151.3,80233.7,2030000
2021-11-05,79245.2,80563.2,79080.4,80398.5,2600000
2021-11-04,79162.8,79739.5,78833.3,79080.4,2110000
2021-11-03,79245.2,79657.1,78421.4,79162.8,3220000
2021-11-02,78668.6,79904.2,78668.6,79162.8,2530000
2021-11-01,80233.7,80233.7,78750.9,78915.7,3430000
2021-10-29,80728,80728.00,79821.8,79821.8,2860000
2021-10-28,80892.7,81057.5,80069,80728,1970000
2021-10-27,79739.5,80892.7,79492.3,80892.7,2790000
2021-10-26,78256.7,79821.8,77680.1,79821.8,2230000
2021-10-25,79245.2,79245.2,78174.3,78174.3,3530000
2021-10-22,79904.2,80233.7,79162.8,79245.2,2430000
2021-10-21,81057.5,81139.8,79657.1,79657.1,2740000
2021-10-20,81304.6,81963.6,79574.7,80398.5,2700000
2021-10-19,81551.7,81963.6,81222.2,81222.2,1840000
2021-10-18,81551.7,82375.5,81222.2,81551.7,2720000
2021-10-15,81881.2,82457.8,81057.5,81469.3,2040000
2021-10-14,81881.2,82375.5,81057.5,81387,2190000
2021-10-13,81551.7,83611.1,81139.8,81881.2,3880000
2021-10-12,81716.5,81716.5,81139.8,81551.7,1350000
2021-10-11,81551.7,81798.8,80975.1,81716.5,2750000
2021-10-08,78256.7,81963.6,77762.4,81469.3,9970000
2021-10-07,78174.3,78256.7,77515.3,77680.1,1800000
2021-10-06,77844.8,78009.6,77185.8,77762.4,1890000
2021-10-05,78256.7,79080.4,77762.4,77762.4,1670000
2021-10-04,76609.2,78421.4,76114.9,77927.2,2730000
2021-10-01,76526.8,76691.6,76197.3,76526.8,1270000
2021-09-30,77021.1,77350.6,76609.2,76609.2,1200000
2021-09-29,76609.2,76938.7,76032.6,76773.9,1410000
2021-09-28,75538.3,76609.2,75373.6,76609.2,1670000
2021-09-27,76526.8,77021.1,75867.8,75867.8,1860000
2021-09-24,76773.9,76773.9,76362.1,76362.1,1740000
2021-09-23,76773.9,77268.2,76609.2,76691.6,1670000
2021-09-22,76773.9,76938.7,76362.1,76773.9,2430000
2021-09-21,76938.7,77432.9,76197.3,77021.1,3240000
2021-09-20,79080.4,79245.2,77515.3,77762.4,3030000
2021-09-17,78668.6,79904.2,78586.2,78833.3,3990000
2021-09-16,77762.4,78256.7,77597.7,78009.6,2310000
2021-09-15,77268.2,77762.4,76856.3,77515.3,2030000
2021-09-14,76856.3,78009.6,76609.2,77268.2,3030000
2021-09-13,77103.4,77432.9,76526.8,76609.2,1920000
2021-09-10,76938.7,77762.4,76938.7,77021.1,1730000
2021-09-09,76691.6,77350.6,76444.4,76773.9,1670000
2021-09-08,77021.1,77597.7,76444.4,76691.6,1740000
2021-09-07,78503.8,78503.8,77021.1,77021.1,2750000
2021-09-06,76114.9,78174.3,76032.6,78174.3,3750000
2021-09-01,75867.8,76609.2,75867.8,76114.9,1620000
2021-08-31,76032.6,76773.9,75785.4,76114.9,2340000
2021-08-30,76609.2,76609.2,75867.8,75950.2,1790000
2021-08-27,74961.7,75785.4,74632.2,75785.4,2280000
2021-08-26,75785.4,76526.8,75126.4,75291.2,2110000
2021-08-25,76114.9,76114.9,74961.7,75703.1,1610000
2021-08-24,75373.6,75785.4,74055.5,75703.1,3700000
2021-08-23,76197.3,76197.3,74961.7,74961.7,4120000
2021-08-20,77844.8,78009.6,75044.1,76444.4,5220000
2021-08-19,78256.7,78256.7,77268.2,77844.8,3270000
2021-08-18,77268.2,78174.3,77268.2,77432.9,2340000
2021-08-17,77515.3,77927.2,77021.1,77268.2,3360000
2021-08-16,78256.7,78421.4,77762.4,77927.2,2290000
2021-08-13,75884.3,77433.00,75802.8,77433,4340000
2021-08-12,78085,78248.00,76128.8,76454.9,10080000
2021-08-11,79633.7,79715.2,78329.6,78329.6,5860000
2021-08-10,80122.7,80204.2,79552.2,79715.2,3220000
2021-08-09,79063.1,79633.7,78166.5,79470.7,3520000
2021-08-06,78900.1,79226.1,78085,78737.1,4100000
2021-08-05,77596,79063.1,77351.5,78737.1,2980000
2021-08-04,78166.5,78411.1,77351.5,77922,3380000
2021-08-03,78085,78248.00,77188.4,78085,4330000
2021-08-02,76617.9,78737.1,76617.9,77922,5130000
2021-07-30,76210.3,77269.9,75639.8,76617.9,5430000
2021-07-29,74987.7,76536.4,74743.2,76128.8,4460000
2021-07-28,75639.8,76373.4,74743.2,74987.7,4020000
2021-07-27,76943.9,77351.5,75395.3,75965.8,6010000
2021-07-26,73602.1,76536.4,73520.6,76373.4,6930000
2021-07-23,72868.5,75721.3,72297.9,73765.1,8110000
2021-07-22,70260.2,73031.5,70260.2,72868.5,5330000
2021-07-21,70749.3,71645.9,70178.7,70586.3,4040000
2021-07-20,69119.1,70749.3,68385.5,70749.3,3060000
2021-07-19,69445.1,70423.2,68874.6,69037.6,3950000
2021-07-16,70015.7,71727.4,69689.7,70749.3,2740000
2021-07-15,69037.6,70586.3,69037.6,69608.2,3260000
2021-07-14,71401.3,71401.3,69037.6,69445.1,2920000
2021-07-13,70830.8,71156.8,69282.1,70912.3,2650000
2021-07-12,72379.4,73113.00,68141,70178.7,8120000
2021-07-09,73031.5,74987.7,72379.4,73113,3540000
2021-07-08,73683.6,73765.1,72542.5,73194.5,2850000
2021-07-07,70912.3,74172.6,69282.1,73765.1,5890000
2021-07-06,75395.3,75802.8,70912.3,70912.3,3170000
2021-07-05,77433,77433.00,74172.6,75558.3,3520000
2021-07-02,72787,75395.3,72461,74906.2,4650000
2021-07-01,71808.9,72461.00,71727.4,72461,2040000
2021-06-30,72542.5,72624.00,71727.4,71727.4,1980000
2021-06-29,70586.3,72542.5,70341.7,72216.4,5880000
2021-06-28,70178.7,70178.7,69608.2,69852.7,2230000
2021-06-25,69037.6,69608.2,68630.1,69445.1,1800000
2021-06-24,68711.6,69200.6,68385.5,69037.6,1990000
2021-06-23,69526.7,69771.2,68548.6,69200.6,1920000
2021-06-22,70178.7,70586.3,69608.2,69608.2,2110000
2021-06-21,68141,70341.7,67815,69771.2,4650000
2021-06-18,67733.5,68630.1,67407.4,68304,2020000
2021-06-17,66918.4,67733.5,66918.4,67325.9,2680000
2021-06-16,67815,68956.1,67407.4,67733.5,2950000
2021-06-15,68304,68874.6,67815,67815,2130000
2021-06-14,68059.5,68956.1,67652,68304,3060000
2021-06-11,66429.3,68385.5,66266.3,68059.5,2830000
2021-06-10,66592.3,67244.4,66021.8,66755.4,2660000
2021-06-09,65695.8,66918.4,64391.6,66592.3,4290000
2021-06-08,66836.9,67652.00,65695.8,65858.8,4180000
2021-06-07,68956.1,69037.6,66021.8,67407.4,4450000
2021-06-04,69282.1,69363.6,68304,69037.6,4580000
2021-06-03,69282.1,69608.2,68711.6,69445.1,3830000
2021-06-02,70993.8,71319.8,69282.1,69689.7,3660000
2021-06-01,71645.9,72134.9,70912.3,70993.8,4190000
2021-05-31,67086.2,68842.4,66524.2,68772.1,4470000
2021-05-28,66032.5,66734.9,65821.7,66594.4,2590000
2021-05-27,66945.7,67015.9,65681.2,65892,2410000
2021-05-26,66173,67086.2,65821.7,66945.7,2750000
2021-05-25,65681.2,66875.4,65189.5,65892,2980000
2021-05-24,65892,65962.2,64697.8,65681.2,3680000
2021-05-21,66243.2,67858.9,65330,65892,4450000
2021-05-20,63784.6,67086.2,63503.6,67086.2,4860000
2021-05-19,61466.4,63995.3,60974.7,63784.6,3970000
2021-05-18,60693.7,61396.1,60553.2,61115.2,2940000
2021-05-17,60272.2,60834.2,59850.7,60201.9,2410000
2021-05-14,59218.5,60553.2,59078,59569.7,2570000
2021-05-13,59710.2,59991.2,59007.7,59007.7,3530000
2021-05-12,59710.2,59991.2,59218.5,59991.2,2550000
2021-05-11,60412.7,60834.2,59850.7,59850.7,2870000
2021-05-10,58375.5,60412.7,58305.3,60272.2,6220000
2021-05-07,58094.5,59007.7,57813.5,58305.3,3730000
2021-05-06,58305.3,58656.5,57743.3,58094.5,2720000
2021-05-05,59359,59359.00,58094.5,58235,3200000
2021-05-04,56197.8,58656.5,56197.8,58235,3260000
2021-04-29,56759.8,57462.3,56759.8,56830.1,2890000
2021-04-28,56268.1,57111.1,56268.1,56759.8,1890000
2021-04-27,56478.8,57181.3,56268.1,56689.6,1780000
2021-04-26,57954,58164.8,56549.1,56900.3,3520000
2021-04-23,56197.8,58305.3,55987.1,58305.3,4370000
2021-04-22,57602.8,58937.5,56197.8,56197.8,3130000
2021-04-20,57462.3,59640.00,57321.8,58235,6550000
2021-04-19,56197.8,57251.6,55846.6,57251.6,3290000
2021-04-16,56057.4,57040.8,55354.9,55987.1,3030000
2021-04-15,56900.3,57181.3,56057.4,56197.8,2890000
2021-04-14,56197.8,56900.3,55846.6,56900.3,3490000
2021-04-13,57602.8,57743.3,56549.1,56689.6,2810000
2021-04-12,57883.8,57883.8,57251.6,57673,2790000
2021-04-09,56127.6,58305.3,56127.6,57673,5480000
2021-04-08,56338.3,56619.3,55846.6,55916.9,2220000
2021-04-07,55635.9,55987.1,55565.6,55916.9,2080000
2021-04-06,55565.6,56197.8,55565.6,55776.4,2080000
2021-04-05,56478.8,56549.1,55425.1,55916.9,2050000
2021-04-02,56478.8,56549.1,56057.4,56057.4,2690000
2021-04-01,54722.7,55987.1,54722.7,55987.1,3450000
2021-03-31,54160.7,54863.1,53809.4,54582.2,1900000
2021-03-30,54722.7,54792.9,54090.4,54160.7,2090000
2021-03-29,53739.2,54863.1,53458.2,54511.9,2760000
2021-03-26,53528.4,53949.9,52334.2,53458.2,3690000
2021-03-25,54441.7,54441.7,53739.2,53809.4,3180000
2021-03-24,54722.7,55425.1,53739.2,54090.4,3420000
2021-03-23,55144.1,56197.8,55003.6,55354.9,3040000
2021-03-22,55846.6,55916.9,55003.6,55284.6,2880000
2021-03-19,56197.8,56549.1,55776.4,56057.4,3100000
2021-03-18,56900.3,56900.3,56197.8,56900.3,2490000
2021-03-17,57251.6,57251.6,56197.8,56759.8,2210000
2021-03-16,54090.4,57251.6,53809.4,56900.3,7050000
2021-03-15,53809.4,54441.7,53458.2,53739.2,2430000
2021-03-12,54090.4,54160.7,53598.7,53739.2,2850000
2021-03-11,53739.2,54160.7,53458.2,53879.7,2040000
2021-03-10,53317.7,54441.7,52685.5,53598.7,3590000
2021-03-09,52685.5,53177.2,52334.2,52685.5,3010000
2021-03-08,53388,53739.2,52966.5,53247.5,2290000
2021-03-05,53036.7,53388.00,52334.2,53317.7,3460000
2021-03-04,54582.2,54652.4,52755.7,53317.7,4000000
2021-03-03,54792.9,54863.1,54371.4,54582.2,2210000
2021-03-02,55425.1,55425.1,54020.2,54722.7,2510000
2021-03-01,53949.9,54792.9,53949.9,54722.7,2870000
2021-02-26,52685.5,53668.9,52615.2,53528.4,2670000
2021-02-25,53458.2,53598.7,52334.2,53528.4,2660000
2021-02-24,53388,53739.2,52615.2,52966.5,3070000
2021-02-23,53598.7,54090.4,52404.5,53036.7,4650000
2021-02-22,53809.4,54441.7,53458.2,53949.9,3200000
2021-02-19,54301.2,54792.9,53388,53809.4,5140000
2021-02-18,54792.9,55003.6,53809.4,54933.4,3100000
2021-02-17,53598.7,55495.4,53317.7,54722.7,4330000
2021-02-09,50156.6,52404.5,49173.1,52404.5,5830000
2021-02-08,51210.3,51210.3,48892.1,50086.3,5570000
2021-02-05,51280.5,51561.5,50437.6,51210.3,2880000
2021-02-04,49313.6,51421.00,49313.6,50929.3,6070000
2021-02-03,47416.9,49594.6,46433.5,49173.1,5760000
2021-02-02,44326.1,46363.2,44255.8,46363.2,4510000
2021-02-01,45239.3,45941.7,43764.1,44607,2780000
