Date,Open,High,Low,Close,Volume
16/11/2022,"61,300.00","70,000.00","61,300.00","69,300.00",3050000
15/11/2022,"70,000.00","70,000.00","65,900.00","65,900.00",3110000
14/11/2022,"72,000.00","72,400.00","70,000.00","70,800.00",1640000
11/11/2022,"73,100.00","73,600.00","72,000.00","72,800.00",1000000
10/11/2022,"73,500.00","73,700.00","69,100.00","73,000.00",1600000
9/11/2022,"73,300.00","74,300.00","73,300.00","74,000.00",697700
8/11/2022,"71,500.00","73,900.00","71,400.00","73,300.00",945000
7/11/2022,"72,600.00","74,000.00","72,600.00","72,600.00",1570000
4/11/2022,"74,000.00","74,000.00","71,500.00","72,900.00",1650000
3/11/2022,"74,500.00","75,700.00","73,700.00","74,100.00",622400
2/11/2022,"75,200.00","76,000.00","74,000.00","74,000.00",978200
1/11/2022,"76,300.00","76,800.00","75,000.00","75,500.00",561500
31/10/2022,"75,000.00","76,000.00","73,700.00","75,600.00",1080000
28/10/2022,"76,300.00","76,300.00","74,700.00","75,000.00",875800
27/10/2022,"74,100.00","76,200.00","73,700.00","75,800.00",935900
26/10/2022,"74,500.00","74,500.00","72,700.00","73,800.00",625100
25/10/2022,"71,400.00","74,500.00","71,100.00","73,200.00",1560000
24/10/2022,"73,900.00","74,500.00","71,000.00","71,100.00",1430000
21/10/2022,"77,700.00","77,700.00","73,900.00","73,900.00",1560000
20/10/2022,"75,800.00","78,500.00","75,300.00","77,800.00",1730000
19/10/2022,"74,900.00","76,200.00","74,700.00","75,500.00",1020000
18/10/2022,"74,000.00","75,300.00","74,000.00","74,900.00",879000
17/10/2022,"73,500.00","73,900.00","72,600.00","73,800.00",707400
14/10/2022,"74,400.00","74,500.00","73,600.00","74,000.00",844200
13/10/2022,"72,200.00","73,000.00","71,500.00","73,000.00",829200
12/10/2022,"71,000.00","73,300.00","71,000.00","72,400.00",1460000
11/10/2022,"74,000.00","74,000.00","71,000.00","71,000.00",1590000
10/10/2022,"73,500.00","75,500.00","72,100.00","74,000.00",1630000
7/10/2022,"76,200.00","76,200.00","74,000.00","74,000.00",2060000
6/10/2022,"78,900.00","78,900.00","76,500.00","76,500.00",1270000
5/10/2022,"79,000.00","79,500.00","78,400.00","78,400.00",971900
4/10/2022,"78,000.00","79,000.00","77,200.00","77,500.00",2040000
3/10/2022,"79,600.00","80,300.00","76,400.00","77,000.00",1250000
30/09/2022,"77,000.00","80,800.00","76,900.00","80,500.00",2110000
29/09/2022,"79,800.00","80,100.00","77,000.00","77,000.00",1300000
28/09/2022,"80,100.00","80,400.00","78,000.00","78,000.00",2050000
27/09/2022,"82,000.00","82,000.00","80,500.00","80,500.00",932900
26/09/2022,"81,500.00","82,000.00","80,300.00","81,500.00",1860000
23/09/2022,"83,100.00","83,100.00","82,100.00","82,400.00",840600
22/09/2022,"82,000.00","83,000.00","81,900.00","82,900.00",1170000
21/09/2022,"83,300.00","83,300.00","82,300.00","82,300.00",775400
20/09/2022,"83,100.00","83,800.00","82,300.00","83,400.00",575000
19/09/2022,"82,500.00","83,600.00","81,900.00","83,100.00",1780000
16/09/2022,"83,700.00","83,900.00","82,500.00","82,500.00",1360000
15/09/2022,"84,500.00","84,500.00","83,700.00","83,700.00",780500
14/09/2022,"83,500.00","84,500.00","83,500.00","84,000.00",1310000
13/09/2022,"85,000.00","85,300.00","84,300.00","84,600.00",1050000
12/9/2022,"85,100.00","85,200.00","84,300.00","84,600.00",716000
9/9/2022,"84,600.00","85,000.00","84,300.00","84,300.00",1150000
8/9/2022,"84,100.00","85,000.00","83,800.00","84,300.00",1140000
7/9/2022,"85,500.00","85,900.00","84,000.00","84,000.00",2240000
6/9/2022,"86,000.00","86,400.00","85,800.00","85,800.00",1170000
5/9/2022,"86,500.00","86,700.00","85,900.00","86,200.00",1020000
31/08/2022,"85,800.00","87,000.00","85,800.00","86,600.00",1170000
30/08/2022,"86,500.00","87,000.00","86,000.00","86,400.00",1150000
29/08/2022,"87,000.00","87,000.00","84,700.00","86,500.00",2230000
26/08/2022,"86,400.00","87,800.00","86,300.00","87,200.00",1940000
25/08/2022,"86,200.00","86,700.00","86,000.00","86,300.00",1140000
24/08/2022,"86,500.00","86,800.00","86,100.00","86,200.00",1010000
23/08/2022,"85,110.00","86,000.00","85,110.00","86,000.00",1090000
22/08/2022,"85,605.00","86,297.00","84,913.00","85,802.00",1630000
19/08/2022,"86,989.00","87,483.00","85,209.00","85,901.00",1960000
18/08/2022,"86,890.00","88,669.00","86,890.00","87,285.00",2550000
17/08/2022,"87,977.00","88,076.00","86,989.00","87,285.00",1510000
16/08/2022,"87,878.00","88,372.00","87,087.00","87,680.00",1380000
15/08/2022,"85,605.00","88,076.00","85,605.00","87,878.00",3090000
12/8/2022,"84,715.00","85,506.00","84,715.00","85,506.00",1240000
11/8/2022,"85,209.00","85,802.00","84,715.00","85,012.00",1850000
10/8/2022,"85,308.00","85,703.00","85,012.00","85,012.00",1120000
9/8/2022,"85,012.00","86,494.00","84,715.00","85,209.00",2320000
8/8/2022,"84,913.00","85,407.00","84,320.00","85,012.00",1590000
5/8/2022,"85,110.00","86,198.00","84,616.00","84,814.00",1770000
4/8/2022,"84,122.00","85,605.00","83,924.00","85,110.00",3050000
3/8/2022,"84,023.00","84,221.00","83,232.00","83,825.00",2250000
2/8/2022,"83,035.00","84,122.00","82,540.00","84,023.00",1880000
1/8/2022,"83,035.00","83,232.00","82,145.00","83,035.00",1820000
29/07/2022,"84,122.00","84,221.00","82,540.00","82,540.00",1940000
28/07/2022,"84,221.00","84,814.00","82,145.00","83,924.00",1660000
27/07/2022,"83,628.00","84,221.00","83,430.00","84,221.00",771100
26/07/2022,"85,011.50","85,011.50","83,825.30","83,825.30",1130000
25/07/2022,"86,000.00","86,000.00","84,121.90","84,418.40",2250000
22/07/2022,"85,406.90","85,505.80","84,121.90","84,121.90",1310000
21/07/2022,"84,912.70","84,912.70","83,528.80","84,023.00",1800000
20/07/2022,"84,023.00","84,912.70","83,034.50","83,924.20",2850000
19/07/2022,"81,947.10","82,046.00","81,255.20","82,046.00",1190000
18/07/2022,"81,848.30","83,528.80","81,354.00","82,046.00",1260000
15/07/2022,"83,034.50","83,034.50","81,255.20","81,255.20",1380000
14/07/2022,"81,848.30","82,540.30","81,255.20","81,848.30",891300
13/07/2022,"83,034.50","83,034.50","81,551.70","81,551.70",1140000
12/7/2022,"81,848.30","82,540.30","81,749.40","82,540.30",602800
11/7/2022,"83,627.60","83,627.60","81,848.30","81,848.30",998100
8/7/2022,"82,935.70","83,034.50","82,144.80","82,639.10",910400
7/7/2022,"82,935.70","83,627.60","82,144.80","82,144.80",1290000
6/7/2022,"83,133.40","84,912.70","82,540.30","82,540.30",2230000
5/7/2022,"86,790.80","86,790.80","84,418.40","84,418.40",1400000
4/7/2022,"87,482.80","87,482.80","85,011.50","85,703.50",1010000
1/7/2022,"86,000.00","87,779.30","83,825.30","86,988.50",1700000
30/06/2022,"88,471.30","88,866.70","85,209.20","85,209.20",1510000
29/06/2022,"87,878.20","88,965.50","87,186.20","88,965.50",1180000
28/06/2022,"88,471.30","89,163.20","86,197.70","88,669.00",2300000
27/06/2022,"85,406.90","86,889.70","84,912.70","85,505.80",1250000
24/06/2022,"85,110.40","86,790.80","84,517.30","84,517.30",902400
23/06/2022,"83,034.50","85,802.30","82,738.00","84,517.30",2020000
22/06/2022,"88,767.80","89,360.90","83,429.90","83,528.80",2970000
21/06/2022,"91,338.00","92,425.30","87,977.00","88,075.90",2460000
20/06/2022,"92,425.30","93,413.80","90,250.60","90,942.60",2480000
17/06/2022,"89,262.10","91,535.70","87,977.00","90,942.60",2320000
16/06/2022,"89,954.00","92,721.90","89,163.20","90,942.60",2520000
15/06/2022,"89,558.60","89,558.60","86,988.50","89,459.80",1760000
14/06/2022,"85,011.50","88,866.70","84,517.30","88,075.90",2310000
13/06/2022,"86,988.50","89,756.30","85,011.50","85,209.20",3390000
10/6/2022,"93,413.80","94,484.70","90,613.00","90,613.00",3570000
9/6/2022,"95,143.70","95,473.20","93,331.40","94,978.90",2050000
8/6/2022,"95,802.70","96,873.50","94,319.90","94,731.80",3190000
7/6/2022,"92,837.20","95,226.00","89,459.80","95,226.00",4690000
6/6/2022,"93,908.00","95,555.50","92,260.50","93,084.30",3070000
3/6/2022,"91,848.60","93,908.00","91,354.40","93,908.00",2110000
2/6/2022,"92,919.50","94,567.00","91,519.10","91,848.60",2750000
1/6/2022,"90,530.60","93,001.90","90,448.30","92,095.80",2440000
31/05/2022,"91,683.90","91,683.90","88,553.60","90,530.60",2590000
30/05/2022,"91,519.10","92,590.00","89,954.00","91,683.90",3000000
27/05/2022,"86,988.50","92,260.50","86,906.10","92,095.80",4650000
26/05/2022,"86,659.00","88,224.10","86,164.70","86,988.50",1710000
25/05/2022,"81,963.60","86,494.20","81,304.60","86,494.20",4520000
24/05/2022,"79,492.30","80,892.70","79,080.40","80,892.70",1660000
23/05/2022,"80,892.70","80,892.70","79,162.80","79,492.30",1360000
20/05/2022,"80,480.80","81,469.30","79,904.20","80,316.10",1690000
19/05/2022,"78,339.10","80,480.80","78,339.10","79,904.20",1470000
18/05/2022,"82,128.30","82,457.80","80,316.10","80,480.80",2320000
17/05/2022,"76,609.20","82,128.30","76,197.30","82,128.30",2450000
16/05/2022,"80,316.10","80,316.10","76,773.90","76,773.90",2090000
13/05/2022,"79,162.80","81,551.70","76,691.60","77,103.40",4920000
12/5/2022,"81,798.80","83,940.60","78,256.70","78,750.90",3110000
11/5/2022,"80,728.00","83,940.60","79,739.50","83,940.60",2000000
10/5/2022,"77,432.90","81,387.00","75,785.40","81,057.50",3380000
9/5/2022,"80,975.10","81,551.70","77,432.90","77,432.90",5400000
6/5/2022,"84,270.10","85,670.50","82,540.20","82,540.20",2920000
5/5/2022,"86,164.70","86,906.10","83,940.60","86,247.10",2630000
4/5/2022,"86,411.90","87,235.60","85,752.90","86,082.40",1920000
29/04/2022,"86,494.20","88,224.10","85,835.20","86,494.20",4790000
28/04/2022,"84,764.40","87,977.00","84,434.90","86,906.10",3040000
27/04/2022,"84,434.90","85,670.50","82,787.30","84,846.70",3040000
26/04/2022,"82,540.20","86,494.20","79,904.20","85,917.60",6520000
25/04/2022,"90,695.40","91,354.40","85,176.20","85,176.20",5530000
22/04/2022,"92,672.40","93,825.70","87,318.00","91,519.10",6850000
21/04/2022,"91,601.50","95,473.20","91,601.50","92,260.50",4880000
20/04/2022,"92,260.50","93,084.30","90,283.50","92,260.50",3950000
19/04/2022,"95,967.40","96,379.30","92,260.50","92,260.50",5680000
18/04/2022,"94,731.80","97,697.30","93,908.00","95,143.70",4030000
15/04/2022,"94,814.20","97,120.70","93,908.00","94,731.80",3750000
14/04/2022,"94,896.50","97,944.40","94,896.50","96,049.80",4240000
13/04/2022,"90,613.00","94,814.20","90,448.30","94,814.20",3990000
12/4/2022,"89,789.30","91,848.60","87,812.20","90,448.30",3790000
8/4/2022,"93,331.40","93,825.70","89,377.40","89,377.40",4880000
7/4/2022,"93,660.90","96,296.90","92,342.90","93,331.40",4700000
6/4/2022,"89,295.00","93,908.00","89,295.00","93,084.30",5010000
5/4/2022,"89,871.60","91,931.00","89,789.30","89,789.30",2240000
4/4/2022,"93,496.20","93,496.20","90,036.40","90,036.40",3230000
1/4/2022,"88,059.40","91,436.80","87,400.40","91,436.80",5180000
31/03/2022,"86,906.10","91,107.30","86,164.70","88,141.70",4170000
30/03/2022,"87,153.20","88,388.90","86,082.40","87,318.00",3400000
29/03/2022,"81,222.20","86,411.90","81,222.20","86,411.90",9870000
28/03/2022,"78,668.60","81,304.60","78,421.40","80,810.30",4200000
25/03/2022,"79,162.80","79,492.30","78,750.90","78,833.30",1470000
24/03/2022,"79,080.40","80,069.00","78,503.80","79,080.40",2190000
23/03/2022,"79,492.30","80,316.10","79,080.40","79,492.30",2370000
22/03/2022,"79,080.40","79,904.20","78,586.20","79,410.00",2500000
21/03/2022,"78,421.40","79,080.40","78,256.70","78,503.80",1870000
18/03/2022,"76,609.20","79,574.70","76,609.20","78,339.10",3380000
17/03/2022,"75,620.70","76,362.10","75,373.60","75,785.40",1420000
16/03/2022,"75,044.10","76,032.60","74,549.80","75,455.90",1370000
15/03/2022,"75,620.70","75,620.70","73,973.20","74,961.70",2250000
14/03/2022,"76,609.20","76,609.20","74,549.80","75,620.70",2330000
11/3/2022,"77,844.80","77,927.20","76,362.10","76,773.90",1370000
10/3/2022,"79,327.60","79,327.60","77,927.20","77,927.20",934440
9/3/2022,"77,927.20","79,492.30","77,927.20","78,668.60",2640000
8/3/2022,"77,268.20","78,586.20","76,279.70","78,091.90",2670000
7/3/2022,"76,691.60","77,350.60","75,950.20","77,268.20",2040000
4/3/2022,"76,856.30","77,268.20","76,609.20","77,021.10",1610000
3/3/2022,"76,773.90","77,432.90","76,773.90","76,938.70",1150000
2/3/2022,"76,609.20","76,938.70","76,362.10","76,691.60",1310000
1/3/2022,"77,432.90","77,432.90","76,197.30","76,938.70",1320000
28/02/2022,"76,032.60","77,021.10","76,032.60","76,856.30",1810000
25/02/2022,"76,114.90","76,938.70","75,867.80","76,032.60",1270000
24/02/2022,"76,609.20","77,021.10","74,137.90","75,785.40",1620000
23/02/2022,"76,279.70","77,350.60","76,279.70","76,609.20",1170000
22/02/2022,"76,609.20","76,856.30","75,785.40","76,526.80",1390000
21/02/2022,"75,950.20","77,432.90","75,785.40","77,021.10",1660000
18/02/2022,"76,032.60","76,197.30","75,538.30","75,950.20",742560
17/02/2022,"75,703.10","76,444.40","74,961.70","76,444.40",1020000
16/02/2022,"75,538.30","76,197.30","75,208.80","75,208.80",737040
15/02/2022,"74,961.70","75,538.30","74,549.80","75,044.10",786480
14/02/2022,"74,961.70","75,455.90","74,467.40","74,961.70",928920
11/2/2022,"75,620.70","76,114.90","75,291.20","75,455.90",769920
10/2/2022,"75,291.20","75,785.40","74,302.70","75,785.40",1170000
9/2/2022,"75,538.30","75,538.30","74,632.20","74,714.50",1370000
8/2/2022,"73,726.00","75,620.70","73,726.00","74,632.20",1010000
7/2/2022,"74,137.90","74,220.30","73,314.20","73,726.00",622080
28/01/2022,"70,842.90","73,726.00","70,760.50","73,726.00",1860000
27/01/2022,"70,842.90","71,419.50","70,348.60","70,760.50",863520
26/01/2022,"71,666.70","71,666.70","70,431.00","70,842.90",1100000
25/01/2022,"70,183.90","72,078.50","69,195.40","71,254.80",1430000
24/01/2022,"72,655.20","72,902.30","70,019.10","70,266.30",2430000
21/01/2022,"73,314.20","73,973.20","72,655.20","72,655.20",1010000
20/01/2022,"72,819.90","74,961.70","72,737.50","73,149.40",1600000
19/01/2022,"72,572.80","73,478.90","72,490.40","72,737.50",893880
18/01/2022,"72,737.50","73,808.40","72,490.40","72,572.80",1450000
17/01/2022,"74,549.80","75,208.80","73,314.20","73,314.20",1880000
14/01/2022,"75,538.30","75,867.80","74,879.30","75,208.80",824040
13/01/2022,"74,879.30","76,362.10","73,973.20","75,867.80",2170000
12/1/2022,"73,396.50","74,632.20","72,902.30","73,808.40",2090000
11/1/2022,"75,785.40","75,950.20","73,396.50","73,726.00",3010000
10/1/2022,"76,773.90","77,021.10","75,703.10","75,785.40",2260000
7/1/2022,"76,691.60","77,185.80","76,691.60","76,938.70",1220000
6/1/2022,"77,103.40","77,432.90","77,021.10","77,021.10",1430000
5/1/2022,"77,185.80","77,597.70","77,021.10","77,103.40",1430000
4/1/2022,"76,938.70","77,597.70","76,856.30","77,021.10",2320000
31/12/2021,"77,268.20","77,762.40","76,609.20","76,609.20",1930000
30/12/2021,"77,185.80","77,680.10","77,021.10","77,103.40",972960
29/12/2021,"78,091.90","78,091.90","77,103.40","77,103.40",1090000
28/12/2021,"77,844.80","78,174.30","77,515.30","77,844.80",680760
27/12/2021,"77,597.70","78,256.70","76,856.30","77,844.80",952440
24/12/2021,"77,021.10","77,844.80","76,444.40","77,268.20",1420000
23/12/2021,"78,256.70","78,256.70","76,609.20","76,773.90",2320000
22/12/2021,"78,256.70","78,586.20","77,927.20","78,256.70",2000000
21/12/2021,"78,833.30","78,998.10","78,339.10","78,421.40",1330000
20/12/2021,"79,492.30","79,492.30","78,668.60","78,915.70",1220000
17/12/2021,"78,750.90","79,904.20","78,668.60","79,410.00",1380000
16/12/2021,"80,316.10","80,316.10","78,668.60","78,668.60",1490000
15/12/2021,"78,833.30","79,327.60","78,750.90","78,998.10",970080
14/12/2021,"79,080.40","79,410.00","78,586.20","78,833.30",1370000
13/12/2021,"79,492.30","79,492.30","78,750.90","79,080.40",1080000
10/12/2021,"79,410.00","79,904.20","78,586.20","78,915.70",1390000
9/12/2021,"78,339.10","79,904.20","78,339.10","79,904.20",1190000
8/12/2021,"79,492.30","79,492.30","78,256.70","78,750.90",1280000
7/12/2021,"78,256.70","79,080.40","77,844.80","79,080.40",1740000
6/12/2021,"78,668.60","79,492.30","77,597.70","77,844.80",2870000
3/12/2021,"80,563.20","80,563.20","78,668.60","78,668.60",2410000
2/12/2021,"80,398.50","80,975.10","80,069.00","80,069.00",1140000
1/12/2021,"80,316.10","81,222.20","79,657.10","80,892.70",1510000
30/11/2021,"80,810.30","81,139.80","79,904.20","79,986.60",3080000
29/11/2021,"80,316.10","81,469.30","80,316.10","80,810.30",2390000
26/11/2021,"82,457.80","83,034.50","81,387.00","81,469.30",2400000
25/11/2021,"81,139.80","83,858.20","80,975.10","82,375.50",6580000
24/11/2021,"79,657.10","81,057.50","79,410.00","80,645.60",2930000
23/11/2021,"78,256.70","79,574.70","78,174.30","79,574.70",1380000
22/11/2021,"78,668.60","79,080.40","78,256.70","78,256.70",2000000
19/11/2021,"80,316.10","80,563.20","78,339.10","78,503.80",2980000
18/11/2021,"80,975.10","81,304.60","79,492.30","79,492.30",2410000
17/11/2021,"80,975.10","81,057.50","80,728.00","80,975.10",1420000
16/11/2021,"80,151.30","81,963.60","79,739.50","80,975.10",4210000
15/11/2021,"81,139.80","81,139.80","80,151.30","80,151.30",2290000
12/11/2021,"79,245.20","80,892.70","78,998.10","80,728.00",2690000
11/11/2021,"79,904.20","80,728.00","78,915.70","79,080.40",2550000
10/11/2021,"79,410.00","79,904.20","78,998.10","79,904.20",1910000
9/11/2021,"80,316.10","80,398.50","79,080.40","79,410.00",2220000
8/11/2021,"80,398.50","81,139.80","80,151.30","80,233.70",2030000
5/11/2021,"79,245.20","80,563.20","79,080.40","80,398.50",2600000
4/11/2021,"79,162.80","79,739.50","78,833.30","79,080.40",2110000
3/11/2021,"79,245.20","79,657.10","78,421.40","79,162.80",3220000
2/11/2021,"78,668.60","79,904.20","78,668.60","79,162.80",2530000
1/11/2021,"80,233.70","80,233.70","78,750.90","78,915.70",3430000
29/10/2021,"80,728.00","80,728.00","79,821.80","79,821.80",2860000
28/10/2021,"80,892.70","81,057.50","80,069.00","80,728.00",1970000
27/10/2021,"79,739.50","80,892.70","79,492.30","80,892.70",2790000
26/10/2021,"78,256.70","79,821.80","77,680.10","79,821.80",2230000
25/10/2021,"79,245.20","79,245.20","78,174.30","78,174.30",3530000
22/10/2021,"79,904.20","80,233.70","79,162.80","79,245.20",2430000
21/10/2021,"81,057.50","81,139.80","79,657.10","79,657.10",2740000
20/10/2021,"81,304.60","81,963.60","79,574.70","80,398.50",2700000
19/10/2021,"81,551.70","81,963.60","81,222.20","81,222.20",1840000
18/10/2021,"81,551.70","82,375.50","81,222.20","81,551.70",2720000
15/10/2021,"81,881.20","82,457.80","81,057.50","81,469.30",2040000
14/10/2021,"81,881.20","82,375.50","81,057.50","81,387.00",2190000
13/10/2021,"81,551.70","83,611.10","81,139.80","81,881.20",3880000
12/10/2021,"81,716.50","81,716.50","81,139.80","81,551.70",1350000
11/10/2021,"81,551.70","81,798.80","80,975.10","81,716.50",2750000
8/10/2021,"78,256.70","81,963.60","77,762.40","81,469.30",9970000
7/10/2021,"78,174.30","78,256.70","77,515.30","77,680.10",1800000
6/10/2021,"77,844.80","78,009.60","77,185.80","77,762.40",1890000
5/10/2021,"78,256.70","79,080.40","77,762.40","77,762.40",1670000
4/10/2021,"76,609.20","78,421.40","76,114.90","77,927.20",2730000
1/10/2021,"76,526.80","76,691.60","76,197.30","76,526.80",1270000
30/09/2021,"77,021.10","77,350.60","76,609.20","76,609.20",1200000
29/09/2021,"76,609.20","76,938.70","76,032.60","76,773.90",1410000
28/09/2021,"75,538.30","76,609.20","75,373.60","76,609.20",1670000
27/09/2021,"76,526.80","77,021.10","75,867.80","75,867.80",1860000
24/09/2021,"76,773.90","76,773.90","76,362.10","76,362.10",1740000
23/09/2021,"76,773.90","77,268.20","76,609.20","76,691.60",1670000
22/09/2021,"76,773.90","76,938.70","76,362.10","76,773.90",2430000
21/09/2021,"76,938.70","77,432.90","76,197.30","77,021.10",3240000
20/09/2021,"79,080.40","79,245.20","77,515.30","77,762.40",3030000
17/09/2021,"78,668.60","79,904.20","78,586.20","78,833.30",3990000
16/09/2021,"77,762.40","78,256.70","77,597.70","78,009.60",2310000
15/09/2021,"77,268.20","77,762.40","76,856.30","77,515.30",2030000
14/09/2021,"76,856.30","78,009.60","76,609.20","77,268.20",3030000
13/09/2021,"77,103.40","77,432.90","76,526.80","76,609.20",1920000
10/9/2021,"76,938.70","77,762.40","76,938.70","77,021.10",1730000
9/9/2021,"76,691.60","77,350.60","76,444.40","76,773.90",1670000
8/9/2021,"77,021.10","77,597.70","76,444.40","76,691.60",1740000
7/9/2021,"78,503.80","78,503.80","77,021.10","77,021.10",2750000
6/9/2021,"76,114.90","78,174.30","76,032.60","78,174.30",3750000
1/9/2021,"75,867.80","76,609.20","75,867.80","76,114.90",1620000
31/08/2021,"76,032.60","76,773.90","75,785.40","76,114.90",2340000
30/08/2021,"76,609.20","76,609.20","75,867.80","75,950.20",1790000
27/08/2021,"74,961.70","75,785.40","74,632.20","75,785.40",2280000
26/08/2021,"75,785.40","76,526.80","75,126.40","75,291.20",2110000
25/08/2021,"76,114.90","76,114.90","74,961.70","75,703.10",1610000
24/08/2021,"75,373.60","75,785.40","74,055.50","75,703.10",3700000
23/08/2021,"76,197.30","76,197.30","74,961.70","74,961.70",4120000
20/08/2021,"77,844.80","78,009.60","75,044.10","76,444.40",5220000
19/08/2021,"78,256.70","78,256.70","77,268.20","77,844.80",3270000
18/08/2021,"77,268.20","78,174.30","77,268.20","77,432.90",2340000
17/08/2021,"77,515.30","77,927.20","77,021.10","77,268.20",3360000
16/08/2021,"78,256.70","78,421.40","77,762.40","77,927.20",2290000
13/08/2021,"75,884.30","77,433.00","75,802.80","77,433.00",4340000
12/8/2021,"78,085.00","78,248.00","76,128.80","76,454.90",10080000
11/8/2021,"79,633.70","79,715.20","78,329.60","78,329.60",5860000
10/8/2021,"80,122.70","80,204.20","79,552.20","79,715.20",3220000
9/8/2021,"79,063.10","79,633.70","78,166.50","79,470.70",3520000
6/8/2021,"78,900.10","79,226.10","78,085.00","78,737.10",4100000
5/8/2021,"77,596.00","79,063.10","77,351.50","78,737.10",2980000
4/8/2021,"78,166.50","78,411.10","77,351.50","77,922.00",3380000
3/8/2021,"78,085.00","78,248.00","77,188.40","78,085.00",4330000
2/8/2021,"76,617.90","78,737.10","76,617.90","77,922.00",5130000
30/07/2021,"76,210.30","77,269.90","75,639.80","76,617.90",5430000
29/07/2021,"74,987.70","76,536.40","74,743.20","76,128.80",4460000
28/07/2021,"75,639.80","76,373.40","74,743.20","74,987.70",4020000
27/07/2021,"76,943.90","77,351.50","75,395.30","75,965.80",6010000
26/07/2021,"73,602.10","76,536.40","73,520.60","76,373.40",6930000
23/07/2021,"72,868.50","75,721.30","72,297.90","73,765.10",8110000
22/07/2021,"70,260.20","73,031.50","70,260.20","72,868.50",5330000
21/07/2021,"70,749.30","71,645.90","70,178.70","70,586.30",4040000
20/07/2021,"69,119.10","70,749.30","68,385.50","70,749.30",3060000
19/07/2021,"69,445.10","70,423.20","68,874.60","69,037.60",3950000
16/07/2021,"70,015.70","71,727.40","69,689.70","70,749.30",2740000
15/07/2021,"69,037.60","70,586.30","69,037.60","69,608.20",3260000
14/07/2021,"71,401.30","71,401.30","69,037.60","69,445.10",2920000
13/07/2021,"70,830.80","71,156.80","69,282.10","70,912.30",2650000
12/7/2021,"72,379.40","73,113.00","68,141.00","70,178.70",8120000
9/7/2021,"73,031.50","74,987.70","72,379.40","73,113.00",3540000
8/7/2021,"73,683.60","73,765.10","72,542.50","73,194.50",2850000
7/7/2021,"70,912.30","74,172.60","69,282.10","73,765.10",5890000
6/7/2021,"75,395.30","75,802.80","70,912.30","70,912.30",3170000
5/7/2021,"77,433.00","77,433.00","74,172.60","75,558.30",3520000
2/7/2021,"72,787.00","75,395.30","72,461.00","74,906.20",4650000
1/7/2021,"71,808.90","72,461.00","71,727.40","72,461.00",2040000
30/06/2021,"72,542.50","72,624.00","71,727.40","71,727.40",1980000
29/06/2021,"70,586.30","72,542.50","70,341.70","72,216.40",5880000
28/06/2021,"70,178.70","70,178.70","69,608.20","69,852.70",2230000
25/06/2021,"69,037.60","69,608.20","68,630.10","69,445.10",1800000
24/06/2021,"68,711.60","69,200.60","68,385.50","69,037.60",1990000
23/06/2021,"69,526.70","69,771.20","68,548.60","69,200.60",1920000
22/06/2021,"70,178.70","70,586.30","69,608.20","69,608.20",2110000
21/06/2021,"68,141.00","70,341.70","67,815.00","69,771.20",4650000
18/06/2021,"67,733.50","68,630.10","67,407.40","68,304.00",2020000
17/06/2021,"66,918.40","67,733.50","66,918.40","67,325.90",2680000
